cve_ageb,npp_score,equity_score,final_score,priority_rank,priority_quintile
1510602354545,0.4979399113235349,0.00935032538388535,0.400221994135605,408,2
1510600933956,0.4639722372393214,0.1677069544767095,0.4047191806867991,398,2
1510600874028,0.4955468831865118,0.2200953070546115,0.4404565679601318,329,2
1510600873960,0.4358553538276284,0.2524910247637274,0.39918248801484824,411,2
1510600775026,0.537026426971069,0.3348655474201816,0.4965942510608915,182,4
1510600803833,0.5651850920173223,0.1956099275234611,0.49127005911855004,194,4
1510602354507,0.5282545112793611,0.0313571147216243,0.42887503196781374,362,2
1510600874009,0.4596047896833466,0.1839565007893362,0.40447513190454454,399,2
1510600754121,0.50083093047829,0.02503245145557,0.405671234673746,397,2
1510602344494,0.5359906716438938,0.3864372449566841,0.5060799863064519,159,4
1510602334441,0.4110064155515779,0.0234865532171582,0.333502443084694,493,1
1510602334456,0.4745733688499434,0.02253315367182985,0.3841653258143207,443,1
1510602334422,0.41164240013323683,0.0193780400987902,0.33318952812634756,494,1
1510600904352,0.44157466041508936,0.01616810288029625,0.3564933489081308,472,1
1510600904333,0.5547908978705014,0.2030905341001093,0.484450825116423,217,3
1510600754206,0.4645517500271388,0.03210589864236055,0.37806257975018315,452,1
1510602334403,0.5505351485831328,0.1697832158875327,0.47438476204401275,246,3
1510600754136,0.5579025112139603,0.17715052681704305,0.4817521143345769,226,3
1510602334418,0.5328678057991473,0.3747389322697646,0.5012420310932708,171,4
1510600754140,0.437149511579629,0.2140063757078286,0.39252088440526894,422,2
1510602334371,0.5526027176121271,0.36529256238139807,0.5151406865659813,143,4
