cve_ageb,productions,attractions
1409700381812,233.49999999999997,30.398888256435193
1409700151723,66.5,0.0
1409700382261,0.0,0.0
1409708332276,6130.75,183.06886038875416
1409708221973,9276.75,408.6961643365176
1409700152539,136.75,29.72335740629219
1409708221920,8629.5,1456.4445129083174
1409708221579,9908.75,5400.869146893319
1409708221545,12838.999999999998,1548.9922393779088
1409700010636,1092.75,2658.8894261628648
1409700092844,7357.25,289.1272038612058
1409701151511,3636.2500000000005,189.8241688901842
1409708312986,17.5,486.3822121029631
1409700010918,8083.999999999999,16012.783271789775
1409708432666,11476.25,1480.0880926633224
1409708221564,15348.250000000002,1097.7376314823819
1409700353448,0.0,0.0
1409700350867,1122.0,1061.9344964248025
1409700092859,3525.5,146.59019448103192
